Material,Component_Description,Consumption,Mon_Year
105126,ANTIFOAM NS-165,228.969,Aug_20
105161,PM1–CLEANING,7980,Aug_20
105167,AQUABASE HP,13125.06,Aug_20
105173,SMITFIX G 9631,1124.282,Aug_20
105175,SMITFIX G 9633,526.988,Aug_20
105178,FYL WAX PW/00,60,Aug_20
105203,RODA FIX 6306,125.1,Aug_20
105205,HM-22-132,167.75,Aug_20
105223,EXP AQ SYSTEM EF 91/8,4611.5,Aug_20
105255,MA-22-617,14.2,Aug_20
105256,XR-5525,34.819,Aug_20
105263,RODA FEEL 768/ N,2.135,Aug_20
105282,BUTYL CELLOSOLVE (BCS),376,Aug_20
105283,BUTYL CARBITOL (BC),533.988,Aug_20
105305,Busan 1346,1.52,Aug_20
105310,RODA LAC S 214/N,5957.3,Aug_20
105336,EX-SU-76-235,2781.125,Aug_20
105349,RODA FEEL S 2075,2.778,Aug_20
105393,RODA FEEL KTA 950,251.54,Aug_20
105402,ICALAC SB1 MATT,355.6,Aug_20
105410,EX-WT-35-711,477.91,Aug_20
105411,XR-2514,71.42,Aug_20
105457,OXY CAR MOGANO HP,5.613,Aug_20
105458,OXY CAR AMARANTH HP,6.246,Aug_20
105460,OXY FINE BIANCO RD,568.255,Aug_20
105461,OXY CAR BROWN VIOLET HP,143.663,Aug_20
105462,OPERA RUBINO,8.938,Aug_20
105464,OPERA NERO FR,101.215,Aug_20
105465,OPERA OCRA DL,569.14,Aug_20
105466,OPERA ROSSO DL,14.408,Aug_20
105467,OPERA BRUNO DL,57.446,Aug_20
105468,OPERA GIALLO,121.293,Aug_20
105469,OPERA LIMONE,54.882,Aug_20
105470,OPERA TURCHESE,25.585,Aug_20
105471,OPERA PORPORA,14.94,Aug_20
105472,OPERA ARANCIO,36.9,Aug_20
105473,OPERA BLU,46.778,Aug_20
105474,OXY CAR BORDEAUX HP,7.687,Aug_20
105475,OXY FINE VIOLETTO,33,Aug_20
105476,OPERA VINACCIA,57.709,Aug_20
105493,SUPRONIL YELLOW LD-5928,8.72,Aug_20
105503,ASTACIN FINISH PS,2.402,Aug_20
105505,ASTACIN FINISH PUMN TF,2.398,Aug_20
100041,PRIMAL SB100,787.751,Aug_21
100094,ACRYSOL RM-825,40.7,Aug_21
100322,ICALAC SB 200,107.679,Aug_21
100413,MELIO FOAM AX-03,7.75,Aug_21
101261,EUDERM NAPPA SOFT S 2,343.12,Aug_21
104221,PRIMAL SB-150,400.407,Aug_21
104541,CICLOESANONE *,48.4,Aug_21
104555,FI-70-306,65.5,Aug_21
104572,ICALAC SB 215,260.9,Aug_21
104624,RODA CRYL 137,13.315,Aug_21
104625,RODA FEEL S 930,34.377,Aug_21
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),10.65,Aug_21
104667,BINDER M-SM 118,496.028,Aug_21
104672,MP1,1711.613,Aug_21
104673,SE W 11 CONC,3.6,Aug_21
104676,MELIO PROMUL AP-39 A,216.272,Aug_21
104680,MEK-CLEANING SOLVENT,107.5,Aug_21
104691,TOUCHMILL C/WS,28.95,Aug_21
104727,DILUENT NITRO GL,3455.26,Aug_21
104728,PRIMEX UD 32,50.999,Aug_21
104729,TRUMP FINISH 6311,4.6,Aug_21
104745,ISOLAC GIALLO ORO,2.822,Aug_21
104746,ISOLAC LEMON LP,2.285,Aug_21
104747,ISOLAC OCRA,0.12,Aug_21
104748,ISOLAC BRUNO,0.035,Aug_21
104749,ISOLAC BRUNO ROSSO,6.567,Aug_21
104750,ISOLAC ROSSO,1.365,Aug_21
104752,ISOLAC VIOLETTO,10.24,Aug_21
104753,ISOLAC TURCHESE,2.422,Aug_21
104754,ISOLAC NERO,35.998,Aug_21
104756,BRITEX BLACK,0.295,Aug_21
104799,CONTEX NERO M,4.757,Aug_21
104801,CONTEX ROSSO CO,1,Aug_21
104824,NOVOLAC 750,157.508,Aug_21
104846,RODA FEEL N 4,106.964,Aug_21
104847,RODA FEEL S 2081,13.555,Aug_21
104867,BASEMASK 5000,303.689,Aug_21
104877,CRX S 75 / NT,127.076,Aug_21
104891,LS-64-256,331,Aug_21
104923,TOP RT 10,13.298,Aug_21
104926,TOP 100 M,11.93,Aug_21
104929,RODA BASE RECO 8,264.265,Aug_21
104931,BINDER M-PR 400,1966.238,Aug_21
104932,BINDER W 212,625.484,Aug_21
104937,MELIO AQUABASE W-MN,19.5,Aug_21
104938,COMPACT HP3,811.621,Aug_21
104939,AQUAFIX LUCIDO 555,553.124,Aug_21
104959,EX-LS-64-468,130.115,Aug_21
104960,RODA LINK 5504/N,131.987,Aug_21
104961,RODA PUR 65,349.133,Aug_21
104962,RODA LEVELLER B-LM,6.81,Aug_21
104964,RODA FIX 6271,410.998,Aug_21
104965,RODA LINK C/70,73.126,Aug_21
104973,TFIX M 9562,104.342,Aug_21
104988,RM 2510,62.543,Aug_21
104989,RM 1080,27.399,Aug_21
105008,BINDER M-RI 99,362.5,Aug_21
105026,RODA FIX 6271/C,97.091,Aug_21
105027,RODA TEC AW,176.9,Aug_21
105042,SAMIANIL CB ROSSO RP,0.16,Aug_21
105043,SAMIANIL CB BRUNO RP,2.2,Aug_21
105045,SAMIANIL CB NERO RP,3.76,Aug_21
105084,GEALUX QT,35.55,Aug_21
105086,EX WT 43 051,87.5,Aug_21
105126,ANTIFOAM NS-165,2.604,Aug_21
105173,SMITFIX G 9631,148.778,Aug_21
105175,SMITFIX G 9633,83.725,Aug_21
105205,HM-22-132,6.1,Aug_21
105218,FOUNDER ROLLER 2515,400,Aug_21
105223,EXP AQ SYSTEM EF 91/8,360.841,Aug_21
105256,XR-5525,0.675,Aug_21
105263,RODA FEEL 768/ N,8.4,Aug_21
105283,BUTYL CARBITOL (BC),22.159,Aug_21
105310,RODA LAC S 214/N,276.869,Aug_21
105336,EX-SU-76-235,163.6,Aug_21
105376,TOPCELL VOC FREE,70.001,Aug_21
105393,RODA FEEL KTA 950,1.47,Aug_21
105402,ICALAC SB1 MATT,31.8,Aug_21
105455,OXY CAR CITRON HP,1.506,Aug_21
105457,OXY CAR MOGANO HP,2.795,Aug_21
105459,OXY CAR OCEAN BLUE HP,0.48,Aug_21
105460,OXY FINE BIANCO RD,442.925,Aug_21
105461,OXY CAR BROWN VIOLET HP,138.515,Aug_21
105462,OPERA RUBINO,4.45,Aug_21
105463,OPERA VERDE,2.292,Aug_21
105464,OPERA NERO FR,72.557,Aug_21
105465,OPERA OCRA DL,390.659,Aug_21
105466,OPERA ROSSO DL,32.527,Aug_21
105467,OPERA BRUNO DL,36.969,Aug_21
105468,OPERA GIALLO,128.061,Aug_21
105469,OPERA LIMONE,111.929,Aug_21
105470,OPERA TURCHESE,25.492,Aug_21
105471,OPERA PORPORA,0.704,Aug_21
105472,OPERA ARANCIO,6.711,Aug_21
105473,OPERA BLU,46.858,Aug_21
105474,OXY CAR BORDEAUX HP,3.983,Aug_21
105475,OXY FINE VIOLETTO,10.74,Aug_21
105476,OPERA VINACCIA,26.802,Aug_21
105513,ISOLAC BIANCO N LP,0.388,Aug_21
105515,SAMIACEL OPACO 813 ET,264.875,Aug_21
105533,SAMIACEL LACCA 793 ET,134.469,Aug_21
105534,SAMIACEL MACCHIA 3338 ET,28.174,Aug_21
105535,OPERA MANDARINO,4.676,Aug_21
105550,RODA PUR K 312/F,31.2,Aug_21
105592,SHADE BROWN/EJ,5.16,Aug_21
105593,SHADE YELLOW/EJ,3.93,Aug_21
105595,SHADE BLACK/EJ,4.989,Aug_21
105598,SHADE BLU/EJ,0.24,Aug_21
105599,SHADE VIOLET/EJ,1.575,Aug_21
105600,EX-WT-35-703,6,Aug_21
105662,MICROTEX - UP BLACK,2.14,Aug_21
105663,MICROTEX - UP MOGANO,0.2,Aug_21
100047,ROSILK 2229,35,Aug_22
100094,ACRYSOL RM-825,152.5,Aug_22
100322,ICALAC SB 200,1000,Aug_22
100413,MELIO FOAM AX-03,109.961,Aug_22
101261,EUDERM NAPPA SOFT S 2,1425,Aug_22
104528,BI-372,14.5,Aug_22
104531,BLUE DHL,0.852,Aug_22
104541,CICLOESANONE *,439.196,Aug_22
104555,FI-70-306,176.05,Aug_22
104572,ICALAC SB 215,989.5,Aug_22
104624,RODA CRYL 137,55.125,Aug_22
104625,RODA FEEL S 930,67.066,Aug_22
104634,RUBY DHL,0.562,Aug_22
104642,TOLUENE,0.12,Aug_22
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),24.825,Aug_22
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),215.76,Aug_22
104672,MP1,3529.195,Aug_22
104676,MELIO PROMUL AP-39 A,819.406,Aug_22
104680,MEK-CLEANING SOLVENT,305,Aug_22
104690,DC65,16.915,Aug_22
104691,TOUCHMILL C/WS,49.75,Aug_22
104727,DILUENT NITRO GL,17593.863,Aug_22
104729,TRUMP FINISH 6311,26.6,Aug_22
104744,ISOLAC ORANGE,0.286,Aug_22
104745,ISOLAC GIALLO ORO,23.128,Aug_22
104746,ISOLAC LEMON LP,13.245,Aug_22
104747,ISOLAC OCRA,21,Aug_22
104748,ISOLAC BRUNO,4.8,Aug_22
104749,ISOLAC BRUNO ROSSO,30.1,Aug_22
104750,ISOLAC ROSSO,9,Aug_22
104752,ISOLAC VIOLETTO,63.5,Aug_22
104753,ISOLAC TURCHESE,17.881,Aug_22
104754,ISOLAC NERO,114.5,Aug_22
104756,BRITEX BLACK,7.92,Aug_22
104757,BRITEX BROWN,1.236,Aug_22
104769,CONTEX AMARANTO,15.306,Aug_22
104770,CONTEX BLUE MARINE,40.4,Aug_22
104773,TO-VI-97,365,Aug_22
104804,CONTEX ARANCIO ECP,30.7,Aug_22
104805,CONTEX FUCHSIA,8.003,Aug_22
104824,NOVOLAC 750,1444.974,Aug_22
104846,RODA FEEL N 4,562.316,Aug_22
104858,ISO PROPYLIC ALCOHOL,91,Aug_22
104867,BASEMASK 5000,610,Aug_22
104873,EX-WT-42-511,11.7,Aug_22
104877,CRX S 75 / NT,342.774,Aug_22
104891,LS-64-256,625.103,Aug_22
104923,TOP RT 10,31.097,Aug_22
104926,TOP 100 M,35.619,Aug_22
104928,RODA BASE 5615,737.556,Aug_22
104929,RODA BASE RECO 8,2538.316,Aug_22
104931,BINDER M-PR 400,7946.776,Aug_22
104932,BINDER W 212,2032.276,Aug_22
104937,MELIO AQUABASE W-MN,375,Aug_22
104938,COMPACT HP3,5066.457,Aug_22
104939,AQUAFIX LUCIDO 555,2337.203,Aug_22
104944,RODA OIL KCF 673,60,Aug_22
104949,RODA BASE RECO 3,96.965,Aug_22
104959,EX-LS-64-468,101.5,Aug_22
104960,RODA LINK 5504/N,521.457,Aug_22
104962,RODA LEVELLER B-LM,43.775,Aug_22
104963,RODA CARE NL,1257.35,Aug_22
104964,RODA FIX 6271/B,2853.22,Aug_22
104965,RODA LINK C/70,332,Aug_22
104973,TFIX M 9562,139,Aug_22
104988,RM 2510,245.71,Aug_22
104989,RM 1080,181.7,Aug_22
105008,BINDER M-RI 99,1285.766,Aug_22
105020,BASEMASK 5755/T2,1007.6,Aug_22
105027,RODA TEC AW,1031.74,Aug_22
105042,SAMIANIL CB ROSSO RP,0.083,Aug_22
105043,SAMIANIL CB BRUNO RP,1.585,Aug_22
105045,SAMIANIL CB NERO RP,4.03,Aug_22
105084,GEALUX QT,154.56,Aug_22
105086,EX WT 43 051,634,Aug_22
105126,ANTIFOAM NS-165,11.895,Aug_22
105167,AQUABASE HP,3428,Aug_22
105173,SMITFIX G 9631,76.423,Aug_22
105175,SMITFIX G 9633,57.595,Aug_22
105205,HM-22-132,18.83,Aug_22
105223,EXP AQ SYSTEM EF 91/8,1636.694,Aug_22
105263,RODA FEEL 768/ N,23.044,Aug_22
105283,BUTYL CARBITOL (BC),97.91,Aug_22
105310,RODA LAC S 214/N,1710.012,Aug_22
105336,EX-SU-76-235,600,Aug_22
105349,RODA FEEL S 2075,3.3,Aug_22
105369,RODA PUR ADX,3.57,Aug_22
105376,TOPCELL VOC FREE,2537.5,Aug_22
105393,RODA FEEL KTA 950,48.72,Aug_22
105402,ICALAC SB1 MATT,216.25,Aug_22
105409,RODA GROUND RECO 5,27.7,Aug_22
105410,EX-WT-35-711,807,Aug_22
105455,OXY CAR CITRON HP,38.102,Aug_22
105457,OXY CAR MOGANO HP,44.198,Aug_22
105458,OXY CAR AMARANTH HP,11.494,Aug_22
105459,OXY CAR OCEAN BLUE HP,17.432,Aug_22
105460,OXY FINE BIANCO RD,2249.288,Aug_22
105461,OXY CAR BROWN VIOLET HP,314.156,Aug_22
105462,OPERA RUBINO,18.529,Aug_22
105463,OPERA VERDE,27.954,Aug_22
105464,OPERA NERO FR,511.793,Aug_22
105465,OPERA OCRA DL,1068.4,Aug_22
105466,OPERA ROSSO DL,30.659,Aug_22
105467,OPERA BRUNO DL,149.06,Aug_22
105468,OPERA GIALLO,247.862,Aug_22
105469,OPERA LIMONE,137.616,Aug_22
105470,OPERA TURCHESE,46.903,Aug_22
105471,OPERA PORPORA,20.124,Aug_22
105472,OPERA ARANCIO,33.222,Aug_22
105473,OPERA BLU,81.4,Aug_22
105474,OXY CAR BORDEAUX HP,9.366,Aug_22
105475,OXY FINE VIOLETTO,5.727,Aug_22
105476,OPERA VINACCIA,62.538,Aug_22
105492,SELLA DERM YELLOW M2,4.889,Aug_22
105505,ASTACIN FINISH PUMN TF,1350,Aug_22
105513,ISOLAC BIANCO N LP,13.3,Aug_22
105515,SAMIACEL OPACO 813 ET,459.785,Aug_22
105533,SAMIACEL LACCA 793 ET,1118,Aug_22
105534,SAMIACEL MACCHIA 3338 ET,270.695,Aug_22
105535,OPERA MANDARINO,10.353,Aug_22
105545,RODA WAX 4092,5.2,Aug_22
105547,SELLA DERM LIGHT BLUE M2,0.985,Aug_22
105548,SELLA DERM FUCHSIA M2,0.045,Aug_22
105549,SELLA DERM ORANGE M2,2.298,Aug_22
105550,RODA PUR K 312/F,49.9,Aug_22
105554,RODA LAC ON 3050-N3,2.13,Aug_22
105559,RODA BASE AF-B/N,24.898,Aug_22
105560,RODA FIX 5792/N2,14.4,Aug_22
105600,EX-WT-35-703,75,Aug_22
105621,RODA WAX KCF 604/N,90.9,Aug_22
105653,RODA PENETR 710,4.68,Aug_22
105655,PRIMAL LH 500,3174.866,Aug_22
105656,PRIMAL LH 550,1701.469,Aug_22
105659,EX-XR-55-250,5.522,Aug_22
100041,PRIMAL SB100,6594.3,Dec_20
100322,ICALAC SB 200,3017.11,Dec_20
100413,MELIO FOAM AX-03,148.743,Dec_20
101261,EUDERM NAPPA SOFT S 2,2903.4,Dec_20
104221,PRIMAL SB-150,3682.2,Dec_20
104523,ORANGE DHL,1.512,Dec_20
104528,BI-372,25,Dec_20
104531,BLUE DHL,0.808,Dec_20
104541,CICLOESANONE *,2408.262,Dec_20
104555,FI-70-306,521.15,Dec_20
104557,CONTEX GIALLO PK,191.752,Dec_20
104564,HM-283,0.84,Dec_20
104572,ICALAC SB 215,2092.5,Dec_20
104624,RODA CRYL 137,516.8,Dec_20
104625,RODA FEEL S 930,330.87,Dec_20
104634,RUBY DHL,0.114,Dec_20
104642,TOLUENE,74.691,Dec_20
104643,TOUCHMILL C/LDM (EX MILLITER C/LDM),240.192,Dec_20
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),134.882,Dec_20
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),200.1,Dec_20
104667,BINDER M-SM 118,3539.5,Dec_20
104672,MP1,4668.04,Dec_20
104676,MELIO PROMUL AP-39 A,4218.507,Dec_20
104680,MEK-CLEANING SOLVENT,1413.66,Dec_20
104690,DC65,30,Dec_20
104691,TOUCHMILL C/WS,325.595,Dec_20
104703,SMITFIX G 9058,2.1,Dec_20
104708,NOVA M 16/NF,737,Dec_20
104727,DILUENT NITRO GL,49320.408,Dec_20
104728,PRIMEX UD 32,372.4,Dec_20
104729,TRUMP FINISH 6311,279.6,Dec_20
104734,TOUCHMILL C/FAT,116,Dec_20
104743,ISOLAC BIANCO,28.713,Dec_20
104744,ISOLAC ORANGE,1.08,Dec_20
104745,ISOLAC GIALLO ORO,213.14,Dec_20
104746,ISOLAC LEMON LP,16.296,Dec_20
104747,ISOLAC OCRA,50.683,Dec_20
104748,ISOLAC BRUNO,18.128,Dec_20
104749,ISOLAC BRUNO ROSSO,113.408,Dec_20
104750,ISOLAC ROSSO,23.683,Dec_20
104752,ISOLAC VIOLETTO,307.534,Dec_20
104753,ISOLAC TURCHESE,75.924,Dec_20
104754,ISOLAC NERO,719.906,Dec_20
104756,BRITEX BLACK,55.7,Dec_20
104757,BRITEX BROWN,25.669,Dec_20
104767,CONTEX ZITRON,262.533,Dec_20
104768,CONTEX BRUNO R,541.037,Dec_20
104769,CONTEX AMARANTO,138.343,Dec_20
104770,CONTEX BLUE MARINE,192.576,Dec_20
104771,CONTEX VERDE,179.242,Dec_20
104773,TO-VI-97,2550.841,Dec_20
104797,CONTEX BIANCO ULTRA DOS,6790.771,Dec_20
104798,CONTEX BRUNO V,808.389,Dec_20
104799,CONTEX NERO M,3135.676,Dec_20
104800,CONTEX OCRA,2991.531,Dec_20
104801,CONTEX ROSSO CO,199.504,Dec_20
104802,CONTEX BRUNO,1457.96,Dec_20
104803,CONTEX GIALLO ECP,1704.475,Dec_20
104804,CONTEX ARANCIO ECP,159.452,Dec_20
104805,CONTEX FUCHSIA,78.488,Dec_20
104806,CONTEX LEMON C,842.591,Dec_20
104807,CONTEX BLU T,258.05,Dec_20
104808,CONTEX TURCHESE T,222.543,Dec_20
104809,CONTEX VIOLETTO R,780.482,Dec_20
104810,CONTEX ROSSO HTR-CO,63.773,Dec_20
104824,NOVOLAC 750,17993.588,Dec_20
104846,RODA FEEL N 4,1124.164,Dec_20
104847,RODA FEEL S 2081,212.61,Dec_20
104854,RODA PUR K 312,283.57,Dec_20
104858,ISO PROPYLIC ALCOHOL,40,Dec_20
104867,BASEMASK 5000,3241,Dec_20
104873,EX-WT-42-511,102.577,Dec_20
104877,CRX S 75 / NT,1542.639,Dec_20
104891,LS-64-256,3272.055,Dec_20
104902,SAMIACEL MACCHIA 3338,551.119,Dec_20
104910,RODA CARE 5754,4600,Dec_20
104914,SAMIACEL LACCA 793,2218.964,Dec_20
104923,TOP RT 10,153.237,Dec_20
104926,TOP 100 M,235.5,Dec_20
104928,RODA BASE 5615,1908.1,Dec_20
104929,RODA BASE RECO 8,12433.735,Dec_20
104931,BINDER M-PR 400,44595,Dec_20
104932,BINDER W 212,13654.7,Dec_20
104937,MELIO AQUABASE W-MN,535.1,Dec_20
104938,COMPACT HP3,10265.8,Dec_20
104939,AQUAFIX LUCIDO 555,4754.941,Dec_20
104944,RODA OIL KCF 673,30,Dec_20
104946,RODA WAX KCF 684,188.3,Dec_20
104949,RODA BASE RECO 3,25.4,Dec_20
104959,EX-LS-64-468,111.68,Dec_20
104960,RODA LINK 5504/N,1891.909,Dec_20
104961,RODA PUR 65,6690.255,Dec_20
104962,RODA LEVELLER B-LM,313.9,Dec_20
104963,RODA CARE NL,6543.9,Dec_20
104964,RODA FIX 6271,5600.621,Dec_20
104965,RODA LINK C/70,933.457,Dec_20
104973,TFIX M 9562,1486.136,Dec_20
104988,RM 2510,1702.4,Dec_20
104989,RM 1080,714.52,Dec_20
105008,BINDER M-RI 99,4959,Dec_20
105020,BASEMASK 5755/T2,3764,Dec_20
105025,RODA BASE AF-B,178.9,Dec_20
105026,RODA FIX 6271/C,2434.024,Dec_20
105027,RODA TEC AW,2457.907,Dec_20
105042,SAMIANIL CB ROSSO RP,2.149,Dec_20
105043,SAMIANIL CB BRUNO RP,20.91,Dec_20
105045,SAMIANIL CB NERO RP,31.626,Dec_20
105084,GEALUX QT,112.655,Dec_20
105086,EX WT 43 051,3102.97,Dec_20
105126,ANTIFOAM NS-165,45.299,Dec_20
105161,PM1–CLEANING,8930,Dec_20
105167,AQUABASE HP,14637,Dec_20
105173,SMITFIX G 9631,3034.978,Dec_20
105175,SMITFIX G 9633,926.837,Dec_20
105203,RODA FIX 6306,221.2,Dec_20
105205,HM-22-132,212.1,Dec_20
105223,EXP AQ SYSTEM EF 91/8,4371.7,Dec_20
105255,MA-22-617,35.3,Dec_20
105256,XR-5525,90.472,Dec_20
105263,RODA FEEL 768/ N,165.362,Dec_20
105282,BUTYL CELLOSOLVE (BCS),188,Dec_20
105283,BUTYL CARBITOL (BC),500.618,Dec_20
105310,RODA LAC S 214/N,6746.995,Dec_20
105336,EX-SU-76-235,3905.85,Dec_20
105349,RODA FEEL S 2075,13.788,Dec_20
105369,RODA PUR ADX,10.42,Dec_20
105370,RODA FIX 5792/N,15,Dec_20
105393,RODA FEEL KTA 950,157.555,Dec_20
105402,ICALAC SB1 MATT,229.3,Dec_20
105409,RODA GROUND RECO 5,58.4,Dec_20
105410,EX-WT-35-711,1620.7,Dec_20
105457,OXY CAR MOGANO HP,78.039,Dec_20
105460,OXY FINE BIANCO RD,75.78,Dec_20
105464,OPERA NERO FR,115.366,Dec_20
105465,OPERA OCRA DL,62.809,Dec_20
105466,OPERA ROSSO DL,15.3,Dec_20
105467,OPERA BRUNO DL,22.891,Dec_20
105468,OPERA GIALLO,71.8,Dec_20
105469,OPERA LIMONE,3.514,Dec_20
105470,OPERA TURCHESE,0.052,Dec_20
105471,OPERA PORPORA,21.716,Dec_20
105473,OPERA BLU,7.684,Dec_20
105475,OXY FINE VIOLETTO,5.64,Dec_20
105476,OPERA VINACCIA,0.537,Dec_20
105492,SELLA DERM YELLOW M2,12.38,Dec_20
105505,ASTACIN FINISH PUMN TF,360,Dec_20
105515,SAMIACEL OPACO 813 ET,2884.7,Dec_20
105516,RODA CARE HB-B,278,Dec_20
105545,RODA WAX 4092,13.25,Dec_20
105546,SELLA DERM BROWN M2,0.06,Dec_20
105547,SELLA DERM LIGHT BLUE M2,0.24,Dec_20
105548,SELLA DERM FUCHSIA M2,0.25,Dec_20
105549,SELLA DERM ORANGE M2,0.102,Dec_20
105550,RODA PUR K 312/F,27.29,Dec_20
105554,RODA LAC ON 3050-N3,29.7,Dec_20
105559,RODA BASE AF-B/N,39.9,Dec_20
105459,OXY CAR OCEAN BLUE HP,21.2,Dec_20
105472,OPERA ARANCIO,15.2,Dec_20
100041,PRIMAL SB100,10.5,Dec_21
100094,ACRYSOL RM-825,71,Dec_21
100322,ICALAC SB 200,3041.438,Dec_21
100413,MELIO FOAM AX-03,142.6,Dec_21
101261,EUDERM NAPPA SOFT S 2,754.592,Dec_21
104531,BLUE DHL,1.806,Dec_21
104541,CICLOESANONE *,2021.515,Dec_21
104555,FI-70-306,281.25,Dec_21
104572,ICALAC SB 215,323.5,Dec_21
104624,RODA CRYL 137,301.146,Dec_21
104625,RODA FEEL S 930,320.292,Dec_21
104634,RUBY DHL,0.023,Dec_21
104642,TOLUENE,2.65,Dec_21
104644,TOUCHMILL C/LDS (EX MILLITER C/LDS),210.901,Dec_21
104645,TOUCHMILL C/W8 (EX MILLITER C/W8),274.25,Dec_21
104667,BINDER M-SM 118,6334.358,Dec_21
104672,MP1,14604.748,Dec_21
104673,SE W 11 CONC,71.35,Dec_21
104675,MELIO 09-R-179,16.177,Dec_21
104676,MELIO PROMUL AP-39 A,3394.246,Dec_21
104680,MEK-CLEANING SOLVENT,445.024,Dec_21
104690,DC65,132.774,Dec_21
104691,TOUCHMILL C/WS,432.55,Dec_21
104703,SMITFIX G 9058,4.73,Dec_21
104727,DILUENT NITRO GL,43111.719,Dec_21
104728,PRIMEX UD 32,615.477,Dec_21
104729,TRUMP FINISH 6311,56.6,Dec_21
104744,ISOLAC ORANGE,0.42,Dec_21
104745,ISOLAC GIALLO ORO,112.813,Dec_21
104746,ISOLAC LEMON LP,20.2,Dec_21
104747,ISOLAC OCRA,53.378,Dec_21
104748,ISOLAC BRUNO,17.224,Dec_21
104749,ISOLAC BRUNO ROSSO,52.822,Dec_21
104750,ISOLAC ROSSO,12.238,Dec_21
104752,ISOLAC VIOLETTO,180.076,Dec_21
104753,ISOLAC TURCHESE,77.395,Dec_21
104754,ISOLAC NERO,373.103,Dec_21
104756,BRITEX BLACK,44.274,Dec_21
104757,BRITEX BROWN,0.032,Dec_21
104769,CONTEX AMARANTO,35.175,Dec_21
104771,CONTEX VERDE,16.713,Dec_21
104773,TO-VI-97,1399.344,Dec_21
104790,RODAFIX 5010 GLOSS,17.85,Dec_21
104798,CONTEX BRUNO V,200,Dec_21
104801,CONTEX ROSSO CO,191.788,Dec_21
104804,CONTEX ARANCIO ECP,233,Dec_21
104805,CONTEX FUCHSIA,72,Dec_21
104807,CONTEX BLU T,171.5,Dec_21
104808,CONTEX TURCHESE T,85.708,Dec_21
104810,CONTEX ROSSO HTR-CO,73.6,Dec_21
104824,NOVOLAC 750,13984.804,Dec_21
104845,RODA FIX 5180 DULL,26,Dec_21
104846,RODA FEEL N 4,1529.79,Dec_21
104847,RODA FEEL S 2081,132.765,Dec_21
104858,ISO PROPYLIC ALCOHOL,88.85,Dec_21
104867,BASEMASK 5000,850.267,Dec_21
104873,EX-WT-42-511,4.73,Dec_21
104877,CRX S 75 / NT,927.38,Dec_21
104891,LS-64-256,1169.2,Dec_21
104923,TOP RT 10,185.512,Dec_21
104926,TOP 100 M,292.373,Dec_21
104928,RODA BASE 5615,1101.484,Dec_21
104929,RODA BASE RECO 8,12925.41,Dec_21
104930,RODA PUR WX,21.72,Dec_21
104931,BINDER M-PR 400,54113.389,Dec_21
104932,BINDER W 212,14087.827,Dec_21
104937,MELIO AQUABASE W-MN,869.7,Dec_21
104938,COMPACT HP3,6801.184,Dec_21
104939,AQUAFIX LUCIDO 555,6439.374,Dec_21
104944,RODA OIL KCF 673,2230,Dec_21
104949,RODA BASE RECO 3,6.31,Dec_21
104959,EX-LS-64-468,303.25,Dec_21
104960,RODA LINK 5504/N,1782.095,Dec_21
104962,RODA LEVELLER B-LM,383.297,Dec_21
104963,RODA CARE NL,3726.5,Dec_21
104964,RODA FIX 6271,9626.266,Dec_21
104965,RODA LINK C/70,996.936,Dec_21
104973,TFIX M 9562,1201.971,Dec_21
104988,RM 2510,1226.897,Dec_21
104989,RM 1080,638.906,Dec_21
105008,BINDER M-RI 99,4957.812,Dec_21
105020,BASEMASK 5755/T2,960,Dec_21
105026,RODA FIX 6271/C,3541.99,Dec_21
105027,RODA TEC AW,3487.58,Dec_21
105042,SAMIANIL CB ROSSO RP,0.595,Dec_21
105043,SAMIANIL CB BRUNO RP,3.512,Dec_21
105045,SAMIANIL CB NERO RP,19.199,Dec_21
105084,GEALUX QT,32.7,Dec_21
105086,EX WT 43 051,4490.215,Dec_21
105126,ANTIFOAM NS-165,20.708,Dec_21
105167,AQUABASE HP,17025,Dec_21
105173,SMITFIX G 9631,1394.368,Dec_21
105175,SMITFIX G 9633,506.025,Dec_21
105203,RODA FIX 6306,219.7,Dec_21
105205,HM-22-132,173.63,Dec_21
105223,EXP AQ SYSTEM EF 91/8,7630.083,Dec_21
105255,MA-22-617,16.604,Dec_21
105256,XR-5525,29.105,Dec_21
105263,RODA FEEL 768/ N,23.91,Dec_21
105282,BUTYL CELLOSOLVE (BCS),188,Dec_21
105283,BUTYL CARBITOL (BC),389.319,Dec_21
105310,RODA LAC S 214/N,8187.029,Dec_21
105336,EX-SU-76-235,3288.192,Dec_21
105349,RODA FEEL S 2075,2.32,Dec_21
105350,RODA FIX 5020,7.35,Dec_21
105369,RODA PUR ADX,199.9,Dec_21
105376,TOPCELL VOC FREE,2543.782,Dec_21
105393,RODA FEEL KTA 950,469.83,Dec_21
105402,ICALAC SB1 MATT,36.75,Dec_21
105409,RODA GROUND RECO 5,810,Dec_21
105410,EX-WT-35-711,155,Dec_21
105455,OXY CAR CITRON HP,57.166,Dec_21
105457,OXY CAR MOGANO HP,73.377,Dec_21
